USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root         30380     2       0      0 0                   0 I [kworker/1:2]
root         30388     2       0      0 0                   0 I [kworker/2:1]
root         30523     2       0      0 0                   0 I [kworker/4:2H]
root         30621     2       0      0 0                   0 I [kworker/u16:0]
u0_a330      30793   535 17599008 85148 0                   0 S org.telegram.messenger
u95_a39      30878   535 16098772 37116 0                   0 S com.sec.android.provider.badge
u0_a76       31070   535 16157968 40496 0                   0 S com.google.process.gservices
root         31187     2       0      0 0                   0 I [kworker/6:0H]
u0_a311      31230   535 17102464 91984 0                   0 S com.google.android.apps.photos
root         31499     2       0      0 0                   0 I [kworker/3:1H]
root         31500     2       0      0 0                   0 I [kworker/1:1H]
root         31503     2       0      0 0                   0 I [kworker/0:0H]
u0_a62       31578   535 16236776 51708 0                   0 S com.samsung.android.game.gos
root         31608     2       0      0 0                   0 I [kworker/6:0]
vendor_smds  31615   535 16100192 41212 0                   0 S com.samsung.android.sm.devicesecurity
root         31725     2       0      0 0                   0 I [kworker/5:1H]
system       31726   535 16116388 39944 0                   0 S com.samsung.android.localeoverlaymanager
system       31741   535 16130344 35872 0                   0 S com.android.keychain
system       31763   535 16099072 39988 0                   0 S com.samsung.android.provider.filterprovider
u0_a37       31787   535 16304520 53660 0                   0 S com.samsung.android.app.routines
system       31803   535 16633480 38204 0                   0 S com.android.settings:remote
u0_a253      31882   535 16199600 43900 0                   0 S com.google.android.permissioncontroller
u0_a147      31892   535 17299216 124252 0                  0 S com.google.android.googlequicksearchbox:search
u0_a492      31895   535 17288548 165820 0                  0 S com.google.android.apps.messaging
u0_a115      31953   535 16693476 46852 0                   0 S com.samsung.android.smartsuggestions:datacollector
u0_a36       32017   535 16791260 41460 0                   0 S com.samsung.android.app.appsedge
u0_a496      32066   535 17154812 89788 0                   0 S com.payne.okux
u0_a99       32088   535 16956972 97064 0                   0 S com.android.vending:background
root         32105     2       0      0 0                   0 I [kbase_event]
u0_a37       32151   535 16139652 48080 0                   0 S com.samsung.android.app.routines:RoutineUIProcess
root         32185     2       0      0 0                   0 I [kworker/0:0]
system       32204   535 16071056 35532 0                   0 S com.samsung.android.bbc.bbcagent
root         32220     2       0      0 0                   0 I [kworker/3:2]
u0_a147      32251   535 17255628 112828 0                  0 S com.google.android.googlequicksearchbox:googleapp
u0_a76       32498   535 16801176 102860 0                  0 S com.google.android.gms.unstable
root         32520     2       0      0 0                   0 I [kworker/4:2]
u0_a357      32533   535 16319256 60324 0                   0 S org.mozilla.firefox:crashhelper
root         32587     2       0      0 0                   0 I [kworker/u16:5]
root         32592     2       0      0 0                   0 I [kbase_event]
root         32715     2       0      0 0                   0 I [kworker/2:0H]
